node	ref	book	ph_type	text	token	clause	classi	time	time_etcbc	time_pos	time_pl	time_sffx	preposition	leading_prep	trailing_prep	tokenized_prep	extended_prep	bare	øanchor	genitive	definite	quantified	quant_str	cardinal	qualitative	qual_str	demonstrative	demon_str	demon_dist	ordinal	ord_str	cl_kind	verb	tense	verb_lex
1446881	Gen 11:17	Genesis	numb_ph	שְׁלֹשִׁ֣ים שָׁנָ֔ה 	שׁלשׁ.שׁנה	וַֽיְחִי־עֵ֗בֶר שְׁלֹשִׁ֣ים שָׁנָ֔ה וְאַרְבַּ֥ע מֵאֹ֖ות שָׁנָ֑ה 	single.component.øanchor.quantified.cardinal	שׁנה	CNH/	subs	False	False	False				False	False	True	False	False	True	שְׁלֹשִׁ֣ים 	True	False		False			False		VC	True	wyqtl	חיה
1446881	Gen 11:17	Genesis	numb_ph	אַרְבַּ֥ע מֵאֹ֖ות שָׁנָ֑ה 	ארבע.מאה.שׁנה	וַֽיְחִי־עֵ֗בֶר שְׁלֹשִׁ֣ים שָׁנָ֔ה וְאַרְבַּ֥ע מֵאֹ֖ות שָׁנָ֑ה 	single.component.øanchor.quantified.cardinal	שׁנה	CNH/	subs	False	False	False				False	False	True	False	False	True	אַרְבַּ֥ע מֵאֹ֖ות 	True	False		False			False		VC	True	wyqtl	חיה
1446882	Gen 11:18	Genesis	numb_ph	שְׁלֹשִׁ֣ים שָׁנָ֑ה 	שׁלשׁ.שׁנה	וַֽיְחִי־פֶ֖לֶג שְׁלֹשִׁ֣ים שָׁנָ֑ה 	single.øanchor.quantified.cardinal	שׁנה	CNH/	subs	False	False	False				False	False	True	False	False	True	שְׁלֹשִׁ֣ים 	True	False		False			False		VC	True	wyqtl	חיה
1446883	Gen 11:19	Genesis	numb_ph	תֵּ֥שַׁע שָׁנִ֖ים 	תשׁע.שׁנה	וַֽיְחִי־פֶ֗לֶג תֵּ֥שַׁע שָׁנִ֖ים וּמָאתַ֣יִם שָׁנָ֑ה 	single.component.øanchor.quantified.cardinal	שׁנה	CNH/	subs	True	False	False				False	False	True	False	False	True	תֵּ֥שַׁע 	True	False		False			False		VC	True	wyqtl	חיה
1446883	Gen 11:19	Genesis	numb_ph	מָאתַ֣יִם שָׁנָ֑ה 	מאה.שׁנה	וַֽיְחִי־פֶ֗לֶג תֵּ֥שַׁע שָׁנִ֖ים וּמָאתַ֣יִם שָׁנָ֑ה 	single.component.øanchor.quantified.cardinal	שׁנה	CNH/	subs	False	False	False				False	False	True	False	False	True	מָאתַ֣יִם 	True	False		False			False		VC	True	wyqtl	חיה
1446884	Gen 11:20	Genesis	numb_ph	שְׁתַּ֥יִם וּשְׁלֹשִׁ֖ים שָׁנָ֑ה 	שׁנים.ו.שׁלשׁ.שׁנה	וַיְחִ֣י רְע֔וּ שְׁתַּ֥יִם וּשְׁלֹשִׁ֖ים שָׁנָ֑ה 	single.øanchor.quantified.cardinal	שׁנה	CNH/	subs	False	False	False				False	False	True	False	False	True	שְׁתַּ֥יִם וּשְׁלֹשִׁ֖ים 	True	False		False			False		VC	True	wyqtl	חיה
1446885	Gen 11:21	Genesis	numb_ph	שֶׁ֥בַע שָׁנִ֖ים 	שׁבע.שׁנה	וַיְחִ֣י רְע֗וּ שֶׁ֥בַע שָׁנִ֖ים וּמָאתַ֣יִם שָׁנָ֑ה 	single.component.øanchor.quantified.cardinal	שׁנה	CNH/	subs	True	False	False				False	False	True	False	False	True	שֶׁ֥בַע 	True	False		False			False		VC	True	wyqtl	חיה
1446885	Gen 11:21	Genesis	numb_ph	מָאתַ֣יִם שָׁנָ֑ה 	מאה.שׁנה	וַיְחִ֣י רְע֗וּ שֶׁ֥בַע שָׁנִ֖ים וּמָאתַ֣יִם שָׁנָ֑ה 	single.component.øanchor.quantified.cardinal	שׁנה	CNH/	subs	False	False	False				False	False	True	False	False	True	מָאתַ֣יִם 	True	False		False			False		VC	True	wyqtl	חיה
1446886	Gen 11:22	Genesis	numb_ph	שְׁלֹשִׁ֣ים שָׁנָ֑ה 	שׁלשׁ.שׁנה	וַיְחִ֥י שְׂר֖וּג שְׁלֹשִׁ֣ים שָׁנָ֑ה 	single.øanchor.quantified.cardinal	שׁנה	CNH/	subs	False	False	False				False	False	True	False	False	True	שְׁלֹשִׁ֣ים 	True	False		False			False		VC	True	wyqtl	חיה
1446887	Gen 11:23	Genesis	numb_ph	מָאתַ֣יִם שָׁנָ֑ה 	מאה.שׁנה	וַיְחִ֣י שְׂר֗וּג מָאתַ֣יִם שָׁנָ֑ה 	single.øanchor.quantified.cardinal	שׁנה	CNH/	subs	False	False	False				False	False	True	False	False	True	מָאתַ֣יִם 	True	False		False			False		VC	True	wyqtl	חיה
1446888	Gen 11:24	Genesis	numb_ph	תֵּ֥שַׁע וְעֶשְׂרִ֖ים שָׁנָ֑ה 	תשׁע.ו.עשׂרים.שׁנה	וַיְחִ֣י נָחֹ֔ור תֵּ֥שַׁע וְעֶשְׂרִ֖ים שָׁנָ֑ה 	single.øanchor.quantified.cardinal	שׁנה	CNH/	subs	False	False	False				False	False	True	False	False	True	תֵּ֥שַׁע וְעֶשְׂרִ֖ים 	True	False		False			False		VC	True	wyqtl	חיה
1446889	Gen 11:25	Genesis	numb_ph	תְּשַֽׁע־עֶשְׂרֵ֥ה שָׁנָ֖ה 	תשׁע.עשׂרה.שׁנה	וַיְחִ֣י נָחֹ֗ור תְּשַֽׁע־עֶשְׂרֵ֥ה שָׁנָ֖ה וּמְאַ֣ת שָׁנָ֑ה 	single.component.øanchor.quantified.cardinal	שׁנה	CNH/	subs	False	False	False				False	False	True	False	False	True	תְּשַֽׁע־עֶשְׂרֵ֥ה 	True	False		False			False		VC	True	wyqtl	חיה
1446889	Gen 11:25	Genesis	numb_ph	מְאַ֣ת שָׁנָ֑ה 	מאה.שׁנה	וַיְחִ֣י נָחֹ֗ור תְּשַֽׁע־עֶשְׂרֵ֥ה שָׁנָ֖ה וּמְאַ֣ת שָׁנָ֑ה 	single.component.øanchor.quantified.cardinal	שׁנה	CNH/	subs	False	False	False				False	False	True	False	False	True	מְאַ֣ת 	True	False		False			False		VC	True	wyqtl	חיה
1446890	Gen 11:26	Genesis	numb_ph	שִׁבְעִ֣ים שָׁנָ֑ה 	שׁבע.שׁנה	וַֽיְחִי־תֶ֖רַח שִׁבְעִ֣ים שָׁנָ֑ה 	single.øanchor.quantified.cardinal	שׁנה	CNH/	subs	False	False	False				False	False	True	False	False	True	שִׁבְעִ֣ים 	True	False		False			False		VC	True	wyqtl	חיה
1446891	Gen 12:6	Genesis	cont	אָ֥ז 	אז	וְהַֽכְּנַעֲנִ֖י אָ֥ז בָּאָֽרֶץ׃ 	single.bare.øanchor	אז	>Z	advb	False	False	False				False	True	True	False	False	False		False	False		False			False		NC	False		
1446892	Gen 12:19	Genesis	cont	עַתָּ֕ה 	עתה	וְעַתָּ֕ה 	single.bare.øanchor	עתה	<TH	advb	False	False	False				False	True	True	False	False	False		False	False		False			False		WP	False		
1446893	Gen 13:3	Genesis	prep_ph	בַּתְּחִלָּ֔ה 	ב.ה.תחלה	אֲשֶׁר־הָ֨יָה שָׁ֤ם אָֽהֳלֹו֙ בַּתְּחִלָּ֔ה 	single.prep.definite	תחלה	TXLH/	subs	False	False	True	ב	ב	ב	False	False	False	False	True	False		False	False		False			False		VC	True	qtl	היה
1446894	Gen 13:4	Genesis	prep_ph	בָּרִאשֹׁנָ֑ה 	ב.ה.ראשׁון	אֲשֶׁר־עָ֥שָׂה שָׁ֖ם בָּרִאשֹׁנָ֑ה 	single.prep.definite	ראשׁון	R>CWN/	adjv	False	False	True	ב	ב	ב	False	False	False	False	True	False		False	False		False			False		VC	True	qtl	עשׂה
1446895	Gen 13:7	Genesis	cont	אָ֖ז 	אז	וְהַֽכְּנַעֲנִי֙ וְהַפְּרִזִּ֔י אָ֖ז יֹשֵׁ֥ב בָּאָֽרֶץ׃ 	single.bare.øanchor	אז	>Z	advb	False	False	False				False	True	True	False	False	False		False	False		False			False		VC	True	ptcp	ישׁב
1446896	Gen 13:15	Genesis	prep_ph	עַד־עֹולָֽם׃ 	עד.עולם	וּֽלְזַרְעֲךָ֖ עַד־עֹולָֽם׃ 	single.prep.bare.øanchor	עולם	<WLM/	subs	False	False	True	עד	עד	עד	False	True	True	False	False	False		False	False		False			False		WP	False		
1446897	Gen 14:1	Genesis	prep_ph	בִּימֵי֙ אַמְרָפֶ֣ל מֶֽלֶךְ־שִׁנְעָ֔ר 	ב.יום.אמרפל.מלך.שׁנער	וַיְהִ֗י בִּימֵי֙ אַמְרָפֶ֣ל מֶֽלֶךְ־שִׁנְעָ֔ר אַרְיֹ֖וךְ מֶ֣לֶךְ אֶלָּסָ֑ר כְּדָרְלָעֹ֨מֶר֙ מֶ֣לֶךְ עֵילָ֔ם וְתִדְעָ֖ל מֶ֥לֶךְ גֹּויִֽם׃ 	single.component.prep.genitive	יום	JWM/	subs	True	False	True	ב	ב	ב	False	False	False	True	False	False		False	False		False			False		VC	True	wyqtl	היה
1446898	Gen 14:4	Genesis	numb_ph	שְׁתֵּ֤ים עֶשְׂרֵה֙ שָׁנָ֔ה 	שׁנים.עשׂרה.שׁנה	שְׁתֵּ֤ים עֶשְׂרֵה֙ שָׁנָ֔ה עָבְד֖וּ אֶת־כְּדָרְלָעֹ֑מֶר 	single.øanchor.quantified.cardinal	שׁנה	CNH/	subs	False	False	False				False	False	True	False	False	True	שְׁתֵּ֤ים עֶשְׂרֵה֙ 	True	False		False			False		VC	True	qtl	עבד
1446899	Gen 14:4	Genesis	numb_ph	שְׁלֹשׁ־עֶשְׂרֵ֥ה שָׁנָ֖ה 	שׁלשׁ.עשׂרה.שׁנה	וּשְׁלֹשׁ־עֶשְׂרֵ֥ה שָׁנָ֖ה מָרָֽדוּ׃ 	single.øanchor.quantified.cardinal	שׁנה	CNH/	subs	False	False	False				False	False	True	False	False	True	שְׁלֹשׁ־עֶשְׂרֵ֥ה 	True	False		False			False		VC	True	qtl	מרד
1446900	Gen 14:5	Genesis	prep_ph	בְאַרְבַּע֩ עֶשְׂרֵ֨ה שָׁנָ֜ה 	ב.ארבע.עשׂרה.שׁנה	וּבְאַרְבַּע֩ עֶשְׂרֵ֨ה שָׁנָ֜ה בָּ֣א כְדָרְלָעֹ֗מֶר וְהַמְּלָכִים֙ 	single.prep.øanchor.quantified.cardinal	שׁנה	CNH/	subs	False	False	True	ב	ב	ב	False	False	True	False	False	True	אַרְבַּע֩ עֶשְׂרֵ֨ה 	True	False		False			False		VC	True	qtl	בוא
1446901	Gen 14:15	Genesis	cont	לַ֛יְלָה 	לילה	וַיֵּחָלֵ֨ק עֲלֵיהֶ֧ם׀ לַ֛יְלָה ה֥וּא וַעֲבָדָ֖יו 	single.bare.øanchor	לילה	LJLH/	subs	False	False	False				False	True	True	False	False	False		False	False		False			False		VC	True	wyqtl	חלק
1446902	Gen 15:13	Genesis	numb_ph	אַרְבַּ֥ע מֵאֹ֖ות שָׁנָֽה׃ 	ארבע.מאה.שׁנה	וְעִנּ֣וּ אֹתָ֑ם אַרְבַּ֥ע מֵאֹ֖ות שָׁנָֽה׃ 	single.øanchor.quantified.cardinal	שׁנה	CNH/	subs	False	False	False				False	False	True	False	False	True	אַרְבַּ֥ע מֵאֹ֖ות 	True	False		False			False		VC	True	wqtl	ענה
1446903	Gen 15:14	Genesis	prep_ph	אַחֲרֵי־כֵ֥ן 	אחר.כן	וְאַחֲרֵי־כֵ֥ן יֵצְא֖וּ בִּרְכֻ֥שׁ גָּדֹֽול׃ 	single.prep.bare.øanchor	כן	KN	advb	False	False	True	אחר	אחר	אחר	False	True	True	False	False	False		False	False		False			False		VC	True	yqtl	יצא
1446904	Gen 15:16	Genesis	prep_ph	עַד־הֵֽנָּה׃ 	עד.הנה	כִּ֧י לֹא־שָׁלֵ֛ם עֲוֹ֥ן הָאֱמֹרִ֖י עַד־הֵֽנָּה׃ 	single.prep.bare.øanchor	הנה	HNH==	advb	False	False	True	עד	עד	עד	False	True	True	False	False	False		False	False		False			False		NC	False		
1446905	Gen 15:18	Genesis	prep_ph	בַּיֹּ֣ום הַה֗וּא 	ב.ה.יום.ה.הוא	בַּיֹּ֣ום הַה֗וּא כָּרַ֧ת יְהוָ֛ה אֶת־אַבְרָ֖ם בְּרִ֣ית 	single.prep.definite.def_apposition.demonstrative	יום	JWM/	subs	False	False	True	ב	ב	ב	False	False	False	False	True	False		False	False		True	הוא	far	False		VC	True	qtl	כרת
1446906	Gen 16:3	Genesis	prep_ph	מִקֵּץ֙ עֶ֣שֶׂר שָׁנִ֔ים 	מן.קץ.עשׂר.שׁנה	וַתִּקַּ֞ח שָׂרַ֣י אֵֽשֶׁת־אַבְרָ֗ם אֶת־הָגָ֤ר הַמִּצְרִית֙ שִׁפְחָתָ֔הּ מִקֵּץ֙ עֶ֣שֶׂר שָׁנִ֔ים 	single.prep.øanchor.quantified.cardinal	שׁנה	CNH/	subs	True	False	True	מן	קץ	מן.קץ	True	False	True	False	False	True	עֶ֣שֶׂר 	True	False		False			False		VC	True	wyqtl	לקח
1446907	Gen 17:5	Genesis	cont	עֹ֛וד 	עוד	וְלֹא־יִקָּרֵ֥א עֹ֛וד אֶת־שִׁמְךָ֖ אַבְרָ֑ם 	single.bare.øanchor	עוד	<WD/	subs	False	False	False				False	True	True	False	False	False		False	False		False			False		VC	True	yqtl	קרא
1446908	Gen 17:21	Genesis	prep_ph	לַמֹּועֵ֣ד הַזֶּ֔ה 	ל.ה.מועד.ה.זה	אֲשֶׁר֩ תֵּלֵ֨ד לְךָ֤ שָׂרָה֙ לַמֹּועֵ֣ד הַזֶּ֔ה בַּשָּׁנָ֖ה הָאַחֶֽרֶת׃ 	single.component.prep.definite.def_apposition.demonstrative	מועד	MW<D/	subs	False	False	True	ל	ל	ל	False	False	False	False	True	False		False	False		True	זה	near	False		VC	True	yqtl	ילד
1446908	Gen 17:21	Genesis	prep_ph	בַּשָּׁנָ֖ה הָאַחֶֽרֶת׃ 	ב.ה.שׁנה.ה.אחר	אֲשֶׁר֩ תֵּלֵ֨ד לְךָ֤ שָׂרָה֙ לַמֹּועֵ֣ד הַזֶּ֔ה בַּשָּׁנָ֖ה הָאַחֶֽרֶת׃ 	single.component.prep.definite.def_apposition	שׁנה	CNH/	subs	False	False	True	ב	ב	ב	False	False	False	False	True	False		False	False		False			False		VC	True	yqtl	ילד
1446909	Gen 17:23	Genesis	prep_ph	בְּעֶ֨צֶם֙ הַיֹּ֣ום הַזֶּ֔ה 	ב.עצם.ה.יום.ה.זה	וַיָּ֜מָל אֶת־בְּשַׂ֣ר עָרְלָתָ֗ם בְּעֶ֨צֶם֙ הַיֹּ֣ום הַזֶּ֔ה 	single.prep.definite.def_apposition.demonstrative	יום	JWM/	subs	False	False	True	ב	עצם	ב.עצם	True	False	False	False	True	False		False	False		True	זה	near	False		VC	True	wyqtl	מול
1446910	Gen 17:26	Genesis	prep_ph	בְּעֶ֨צֶם֙ הַיֹּ֣ום הַזֶּ֔ה 	ב.עצם.ה.יום.ה.זה	בְּעֶ֨צֶם֙ הַיֹּ֣ום הַזֶּ֔ה נִמֹּ֖ול אַבְרָהָ֑ם וְיִשְׁמָעֵ֖אל בְּנֹֽו׃ 	single.prep.definite.def_apposition.demonstrative	יום	JWM/	subs	False	False	True	ב	עצם	ב.עצם	True	False	False	False	True	False		False	False		True	זה	near	False		VC	True	qtl	מול
1446911	Gen 18:5	Genesis	prep	אַחַ֣ר 	אחר	אַחַ֣ר תַּעֲבֹ֔רוּ 	single.bare.øanchor	אחר	>XR/	subs	False	False	False				False	True	True	False	False	False		False	False		False			False		VC	True	yqtl	עבר
1446912	Gen 18:10	Genesis	prep_ph	כָּעֵ֣ת חַיָּ֔ה 	כ.ה.עת.חי	שֹׁ֣וב אָשׁ֤וּב אֵלֶ֨יךָ֙ כָּעֵ֣ת חַיָּ֔ה 	single.prep.definite.adjective	עת	<T/	subs	False	False	True	כ	כ	כ	False	False	False	False	True	False		False	False		False			False		VC	True	yqtl	שׁוב
1446913	Gen 18:14	Genesis	prep_ph	לַמֹּועֵ֞ד 	ל.ה.מועד	לַמֹּועֵ֞ד אָשׁ֥וּב אֵלֶ֛יךָ כָּעֵ֥ת חַיָּ֖ה 	single.prep.definite	מועד	MW<D/	subs	False	False	True	ל	ל	ל	False	False	False	False	True	False		False	False		False			False		VC	True	yqtl	שׁוב
1446914	Gen 18:14	Genesis	prep_ph	כָּעֵ֥ת חַיָּ֖ה 	כ.ה.עת.חי	לַמֹּועֵ֞ד אָשׁ֥וּב אֵלֶ֛יךָ כָּעֵ֥ת חַיָּ֖ה 	single.prep.definite.adjective	עת	<T/	subs	False	False	True	כ	כ	כ	False	False	False	False	True	False		False	False		False			False		VC	True	yqtl	שׁוב
1446915	Gen 18:29	Genesis	cont	עֹ֜וד 	עוד	וַיֹּ֨סֶף עֹ֜וד 	single.bare.øanchor	עוד	<WD/	subs	False	False	False				False	True	True	False	False	False		False	False		False			False		VC	True	wyqtl	יסף
1446916	Gen 18:32	Genesis	advb	אַךְ־הַפַּ֔עַם 	אך.ה.פעם	וַאֲדַבְּרָ֣ה אַךְ־הַפַּ֔עַם 	single.definite	פעם	P<M/	subs	False	False	False				False	False	False	False	True	False		False	False		False			False		VC	True	yqtl	דבר
1446917	Gen 19:1	Genesis	prep_ph	בָּעֶ֔רֶב 	ב.ה.ערב	וַ֠יָּבֹאוּ שְׁנֵ֨י הַמַּלְאָכִ֤ים סְדֹ֨מָה֙ בָּעֶ֔רֶב 	single.prep.definite	ערב	<RB/	subs	False	False	True	ב	ב	ב	False	False	False	False	True	False		False	False		False			False		VC	True	wyqtl	בוא
1446918	Gen 19:4	Genesis	prep	טֶרֶם֮ 	טרם	טֶרֶם֮ יִשְׁכָּבוּ֒ 	single.bare.øanchor	טרם	VRM/	subs	False	False	False				False	True	True	False	False	False		False	False		False			False		VC	True	yqtl	שׁכב
1446919	Gen 19:5	Genesis	defi_ph	הַלָּ֑יְלָה 	ה.לילה	אֲשֶׁר־בָּ֥אוּ אֵלֶ֖יךָ הַלָּ֑יְלָה 	single.definite	לילה	LJLH/	subs	False	False	False				False	False	False	False	True	False		False	False		False			False		VC	True	qtl	בוא
1446920	Gen 19:9	Genesis	cont	עַתָּ֕ה 	עתה	עַתָּ֕ה נָרַ֥ע לְךָ֖ מֵהֶ֑ם 	single.bare.øanchor	עתה	<TH	advb	False	False	False				False	True	True	False	False	False		False	False		False			False		VC	True	yqtl	רעע
1446921	Gen 19:33	Genesis	prep_ph	בַּלַּ֣יְלָה ה֑וּא 	ב.ה.לילה.הוא	וַתַּשְׁקֶ֧יןָ אֶת־אֲבִיהֶ֛ן יַ֖יִן בַּלַּ֣יְלָה ה֑וּא 	single.prep.definite	לילה	LJLH/	subs	False	False	True	ב	ב	ב	False	False	False	False	True	False		False	False		False			False		VC	True	wyqtl	שׁקה
1446922	Gen 19:34	Genesis	prep_ph	מִֽמָּחֳרָ֔ת 	מן.מחרת	וַֽיְהִי֙ מִֽמָּחֳרָ֔ת 	single.prep.bare.øanchor	מחרת	MXRT/	subs	False	False	True	מן	מן	מן	False	True	True	False	False	False		False	False		False			False		VC	True	wyqtl	היה
1446923	Gen 19:34	Genesis	cont	אֶ֖מֶשׁ 	אמשׁ	הֵן־שָׁכַ֥בְתִּי אֶ֖מֶשׁ אֶת־אָבִ֑י 	single.bare.øanchor	אמשׁ	>MC/	subs	False	False	False				False	True	True	False	False	False		False	False		False			False		VC	True	qtl	שׁכב
1446924	Gen 19:34	Genesis	advb	גַּם־הַלַּ֗יְלָה 	גם.ה.לילה	נַשְׁקֶ֨נּוּ יַ֜יִן גַּם־הַלַּ֗יְלָה 	single.definite	לילה	LJLH/	subs	False	False	False				False	False	False	False	True	False		False	False		False			False		VC	True	yqtl	שׁקה
1446925	Gen 19:35	Genesis	advb	גַּ֣ם בַּלַּ֧יְלָה הַה֛וּא 	גם.ב.ה.לילה.ה.הוא	וַתַּשְׁקֶ֜יןָ גַּ֣ם בַּלַּ֧יְלָה הַה֛וּא אֶת־אֲבִיהֶ֖ן יָ֑יִן 	single.prep.definite.def_apposition.demonstrative	לילה	LJLH/	subs	False	False	True	ב	ב	ב	False	False	False	False	True	False		False	False		True	הוא	far	False		VC	True	wyqtl	שׁקה
1446926	Gen 19:37	Genesis	prep_ph	עַד־הַיֹּֽום׃ 	עד.ה.יום	ה֥וּא אֲבִֽי־מֹואָ֖ב עַד־הַיֹּֽום׃ 	single.prep.definite	יום	JWM/	subs	False	False	True	עד	עד	עד	False	False	False	False	True	False		False	False		False			False		NC	False		
1446927	Gen 19:38	Genesis	prep_ph	עַד־הַיֹּֽום׃ ס 	עד.ה.יום	ה֛וּא אֲבִ֥י בְנֵֽי־עַמֹּ֖ון עַד־הַיֹּֽום׃ ס 	single.prep.definite	יום	JWM/	subs	False	False	True	עד	עד	עד	False	False	False	False	True	False		False	False		False			False		NC	False		
1446928	Gen 20:3	Genesis	defi_ph	הַלָּ֑יְלָה 	ה.לילה	וַיָּבֹ֧א אֱלֹהִ֛ים אֶל־אֲבִימֶ֖לֶךְ בַּחֲלֹ֣ום הַלָּ֑יְלָה 	single.definite	לילה	LJLH/	subs	False	False	False				False	False	False	False	True	False		False	False		False			False		VC	True	wyqtl	בוא
1446929	Gen 20:7	Genesis	cont	עַתָּ֗ה 	עתה	וְעַתָּ֗ה 	single.bare.øanchor	עתה	<TH	advb	False	False	False				False	True	True	False	False	False		False	False		False			False		WP	False		
1446930	Gen 20:8	Genesis	prep_ph	בַּבֹּ֗קֶר 	ב.ה.בקר	וַיַּשְׁכֵּ֨ם אֲבִימֶ֜לֶךְ בַּבֹּ֗קֶר 	single.prep.definite	בקר	BQR=/	subs	False	False	True	ב	ב	ב	False	False	False	False	True	False		False	False		False			False		VC	True	wyqtl	שׁכם
1446932	Gen 21:8	Genesis	prep_ph	בְּיֹ֖ום הִגָּמֵ֥ל אֶת־יִצְחָֽק׃ 	ב.יום.גמל.את.יצחק	וַיַּ֤עַשׂ אַבְרָהָם֙ מִשְׁתֶּ֣ה גָדֹ֔ול בְּיֹ֖ום 	single.prep.genitive	יום	JWM/	subs	False	False	True	ב	ב	ב	False	False	False	True	False	False		False	False		False			False		VC	True	wyqtl	עשׂה
1446933	Gen 21:14	Genesis	prep_ph	בַּבֹּ֡קֶר 	ב.ה.בקר	וַיַּשְׁכֵּ֣ם אַבְרָהָ֣ם׀ בַּבֹּ֡קֶר 	single.prep.definite	בקר	BQR=/	subs	False	False	True	ב	ב	ב	False	False	False	False	True	False		False	False		False			False		VC	True	wyqtl	שׁכם
1446934	Gen 21:22	Genesis	prep_ph	בָּעֵ֣ת הַהִ֔וא 	ב.ה.עת.ה.היא	וַֽיְהִי֙ בָּעֵ֣ת הַהִ֔וא 	single.prep.definite.def_apposition.demonstrative	עת	<T/	subs	False	False	True	ב	ב	ב	False	False	False	False	True	False		False	False		True	היא	far	False		VC	True	wyqtl	היה
1446935	Gen 21:23	Genesis	cont	עַתָּ֗ה 	עתה	וְעַתָּ֗ה 	single.bare.øanchor	עתה	<TH	advb	False	False	False				False	True	True	False	False	False		False	False		False			False		WP	False		
1446936	Gen 21:26	Genesis	prep_ph	בִּלְתִּ֥י הַיֹּֽום׃ 	בלת.ה.יום	וְגַ֧ם אָנֹכִ֛י לֹ֥א שָׁמַ֖עְתִּי בִּלְתִּ֥י הַיֹּֽום׃ 	single.prep.definite	יום	JWM/	subs	False	False	True	בלת	בלת	בלת	False	False	False	False	True	False		False	False		False			False		VC	True	qtl	שׁמע
1446937	Gen 21:34	Genesis	numb_ph	יָמִ֥ים רַבִּֽים׃ פ 	יום.רב	וַיָּ֧גָר אַבְרָהָ֛ם בְּאֶ֥רֶץ פְּלִשְׁתִּ֖ים יָמִ֥ים רַבִּֽים׃ פ 	single.øanchor.quantified.qualitative	יום	JWM/	subs	True	False	False				False	False	True	False	False	True	רַבִּֽים׃ פ 	False	True	רב	False			False		VC	True	wyqtl	גור
1446938	Gen 22:1	Genesis	prep_ph	אַחַר֙ הַדְּבָרִ֣ים הָאֵ֔לֶּה 	אחר.ה.דבר.ה.אלה	וַיְהִ֗י אַחַר֙ הַדְּבָרִ֣ים הָאֵ֔לֶּה 	single.prep.definite.def_apposition.demonstrative	דבר	DBR/	subs	True	False	True	אחר	אחר	אחר	False	False	False	False	True	False		False	False		True	אלה	near	False		VC	True	wyqtl	היה
1446939	Gen 22:3	Genesis	prep_ph	בַּבֹּ֗קֶר 	ב.ה.בקר	וַיַּשְׁכֵּ֨ם אַבְרָהָ֜ם בַּבֹּ֗קֶר 	single.prep.definite	בקר	BQR=/	subs	False	False	True	ב	ב	ב	False	False	False	False	True	False		False	False		False			False		VC	True	wyqtl	שׁכם
1446940	Gen 22:12	Genesis	cont	עַתָּ֣ה 	עתה	כִּ֣י׀ עַתָּ֣ה יָדַ֗עְתִּי 	single.bare.øanchor	עתה	<TH	advb	False	False	False				False	True	True	False	False	False		False	False		False			False		VC	True	qtl	ידע
1446941	Gen 22:14	Genesis	defi_ph	הַיֹּ֔ום 	ה.יום	אֲשֶׁר֙ יֵאָמֵ֣ר הַיֹּ֔ום 	single.definite	יום	JWM/	subs	False	False	False				False	False	False	False	True	False		False	False		False			False		VC	True	yqtl	אמר
1446942	Gen 22:15	Genesis	ordn	שֵׁנִ֖ית 	שׁני	וַיִּקְרָ֛א מַלְאַ֥ךְ יְהוָ֖ה אֶל־אַבְרָהָ֑ם שֵׁנִ֖ית מִן־הַשָּׁמָֽיִם׃ 	single.bare.øanchor	שׁני	CNJ/	adjv	False	False	False				False	True	True	False	False	False		False	False		False			False		VC	True	wyqtl	קרא
1446943	Gen 22:20	Genesis	prep_ph	אַחֲרֵי֙ הַדְּבָרִ֣ים הָאֵ֔לֶּה 	אחר.ה.דבר.ה.אלה	וַיְהִ֗י אַחֲרֵי֙ הַדְּבָרִ֣ים הָאֵ֔לֶּה 	single.prep.definite.def_apposition.demonstrative	דבר	DBR/	subs	True	False	True	אחר	אחר	אחר	False	False	False	False	True	False		False	False		True	אלה	near	False		VC	True	wyqtl	היה
1446944	Gen 23:19	Genesis	prep_ph	אַחֲרֵי־כֵן֩ 	אחר.כן	וְאַחֲרֵי־כֵן֩ קָבַ֨ר אַבְרָהָ֜ם אֶת־שָׂרָ֣ה אִשְׁתֹּ֗ו אֶל־מְעָרַ֞ת שְׂדֵ֧ה הַמַּכְפֵּלָ֛ה עַל־פְּנֵ֥י מַמְרֵ֖א בְּאֶ֖רֶץ כְּנָֽעַן׃ 	single.prep.bare.øanchor	כן	KN	advb	False	False	True	אחר	אחר	אחר	False	True	True	False	False	False		False	False		False			False		VC	True	qtl	קבר
1446945	Gen 24:11	Genesis	prep_ph	לְעֵ֣ת עֶ֔רֶב 	ל.עת.ערב	וַיַּבְרֵ֧ךְ הַגְּמַלִּ֛ים מִח֥וּץ לָעִ֖יר אֶל־בְּאֵ֣ר הַמָּ֑יִם לְעֵ֣ת עֶ֔רֶב לְעֵ֖ת 	single.component.prep.genitive	עת	<T/	subs	False	False	True	ל	ל	ל	False	False	False	True	False	False		False	False		False			False		VC	True	wyqtl	ברך
1446945	Gen 24:11	Genesis	prep_ph	לְעֵ֖ת צֵ֥את הַשֹּׁאֲבֹֽת׃ 	ל.עת.יצא.ה.שׁאב	וַיַּבְרֵ֧ךְ הַגְּמַלִּ֛ים מִח֥וּץ לָעִ֖יר אֶל־בְּאֵ֣ר הַמָּ֑יִם לְעֵ֣ת עֶ֔רֶב לְעֵ֖ת 	single.component.prep.genitive	עת	<T/	subs	False	False	True	ל	ל	ל	False	False	False	True	False	False		False	False		False			False		VC	True	wyqtl	ברך
